Name,Gender,Category,Nationality,Status,Birth Year,Death year,Age,Marriage,Education Level,Profession,Profession group,Olympics,Gold Metals,Active Player,Political,Forbes,Grammy,Grammy_num,Oscar,Big_four_attend,Service time,Industry time
Abigail Johnson,1,Finance,United States,0,1961,2023,62,1,D,Financial Services,CEO,0,0,0,,1,0,0,0,0,0,35
Mary Callahan Erdoes,1,Finance,United States,0,1967,2023,56,1,G,Financial Services,Executive,0,0,0,,1,0,0,0,0,0,33
Marillyn Hewson,1,Finance,United States,0,1953,2023,70,1,D,Technology and Media,CEO,0,0,0,,1,0,0,0,0,0,39
Lynn Good,1,Finance,United States,0,1958,2023,65,1,C,Technology and Media,CEO,0,0,0,,1,0,0,0,0,0,18
Mellody Hobson,1,Finance,United States,0,1969,2023,54,1,C,Financial Services,CEO,0,0,0,,1,0,0,0,0,0,31
Adena Friedman,1,Finance,United States,0,1969,2023,54,1,G,Financial Services,CEO,0,0,0,,1,0,0,0,0,0,29
Gillian Tett,1,Finance,United Kingdom,0,1967,2023,56,0,D,Technology and Media,Journalist,0,0,0,,0,0,0,0,0,0,28
Naina Lal Kidwai,1,Finance,India,0,1957,2023,66,1,G,Financial Services,Banker,0,0,0,,0,0,0,0,0,0,40
Neelie Kroes,1,Finance,Netherlands,0,1941,2023,82,1,D,Government,Politician,0,0,0,,0,0,0,0,0,0,40
Chanda Kochhar,1,Finance,India,0,1961,2023,62,1,G,Bank,Banker,0,0,0,,1,0,0,0,0,0,36
Laura Cha,1,Finance,China,0,1949,2023,74,1,D,Bank,Executive,0,0,0,,0,0,0,0,0,0,30
Karen Peetz,1,Finance,United States,0,1955,2023,68,1,C,Financial Services,Executive,0,0,0,,0,0,0,0,0,0,40
Tidjane Thiam,1,Finance,Ivory Coast,0,1962,2023,61,0,D,Financial Services,Executive,0,0,0,,0,0,0,0,0,0,30
Sallie Krawcheck,1,Finance,United States,0,1964,2023,59,1,G,Financial Services,CEO,0,0,0,,0,0,0,0,0,0,35
Arundhati Bhattacharya,1,Finance,India,0,1956,2023,67,1,G,Technology and Media,Banker,0,0,0,,1,0,0,0,0,0,43
Mary Schapiro,1,Finance,United States,0,1955,2023,68,1,G,Financial Services,Regulator,0,0,0,,0,0,0,0,0,0,36
Sheila Bair,1,Finance,United States,0,1954,2023,69,1,D,Government,Regulator,0,0,0,,0,0,0,0,0,0,32
Lael Brainard,1,Finance,United States,0,1962,2023,61,1,D,Government,Economist,0,0,0,,0,0,0,0,0,0,29
Carmen Reinhart,1,Finance,Cuba,0,1955,2023,68,1,D,Bank,Economist,0,0,0,,0,0,0,0,0,0,37
Mervyn King,1,Finance,United Kingdom,0,1948,2023,75,1,D,Bank,Economist,0,0,0,,0,0,0,0,0,0,44
Ksenia Yudaeva,1,Finance,Russia,0,1973,2023,50,0,D,Bank,Economist,0,0,0,,0,0,0,0,0,0,24
Kristalina Georgieva,1,Finance,Bulgaria,0,1953,2023,70,0,G,Financial Services,Economist,0,0,0,,1,0,0,0,0,0,41
Shriti Vadera,1,Finance,United Kingdom,0,1962,2023,61,0,G,Financial Services,Economist,0,0,0,,0,0,0,0,0,0,31
Laura Tyson,1,Finance,United States,0,1947,2023,76,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,42
Stephanie Kelton,1,Finance,United States,0,1969,2023,54,0,D,Education,Economist,0,0,0,,0,0,0,0,0,0,25
Dong Mingzhu,1,Finance,China,0,1954,2023,69,0,C,Technology and Media,CEO,0,0,0,,1,0,0,0,0,0,36
Anne Finucane,1,Finance,United States,0,1952,2023,71,1,C,Financial Services,Executive,0,0,0,,0,0,0,0,0,0,41
Raghuram Rajan,0,Finance,India,0,1963,2023,60,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,30
Warren Buffett,0,Finance,United States,0,1930,2023,93,1,G,Technology and Media,Investor,0,0,0,,1,0,0,0,0,0,72
Ben Bernanke,0,Finance,United States,0,1953,2023,70,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,42
Paul Krugman,0,Finance,United States,0,1953,2023,70,1,D,Technology and Media,Economist,0,0,0,,0,0,0,0,0,0,45
Larry Summers,0,Finance,United States,0,1954,2023,69,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,44
Ray Dalio,0,Finance,United States,0,1949,2023,74,1,C,Financial Services,Investor,0,0,0,,0,0,0,0,0,0,50
George Soros,0,Finance,Hungary,0,1930,2023,93,1,G,Financial Services,Investor,0,0,0,,1,0,0,0,0,0,65
Jamie Dimon,0,Finance,United States,0,1956,2023,67,1,G,Financial Services,CEO,0,0,0,,1,0,0,0,0,0,42
Bill Ackman,0,Finance,United States,0,1966,2023,57,1,G,Financial Services,Investor,0,0,0,,1,0,0,0,0,0,29
Carl Icahn,0,Finance,United States,0,1936,2023,87,1,D,Technology and Media,Investor,0,0,0,,1,0,0,0,0,0,58
Michael Bloomberg,0,Finance,United States,0,1942,2023,81,1,G,Technology and Media,Entrepreneur,0,0,0,,1,0,0,0,0,0,52
Lloyd Blankfein,0,Finance,United States,0,1954,2023,69,1,G,Financial Services,Executive,0,0,0,,0,0,0,0,0,0,42
Mark Carney,0,Finance,Canada,0,1965,2023,58,1,D,Government,Economist,0,0,0,,0,0,0,0,0,0,36
Timothy Geithner,0,Finance,United States,0,1961,2023,62,1,G,Financial Services,Economist,0,0,0,,0,0,0,0,0,0,35
Alan Greenspan,0,Finance,United States,0,1926,2023,97,1,D,Government,Economist,0,0,0,,0,0,0,0,0,0,69
Robert Shiller,0,Finance,United States,0,1946,2023,77,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,44
Eugene Fama,0,Finance,United States,0,1939,2023,84,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,58
Richard Thaler,0,Finance,United States,0,1945,2023,78,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,45
Joseph Stiglitz,0,Finance,United States,0,1943,2023,80,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,53
Milton Friedman,0,Finance,United States,1,1912,2006,94,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,64
John Maynard Keynes,0,Finance,United Kingdom,1,1883,1946,63,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,37
Friedrich Hayek,0,Finance,Austria,1,1899,1992,93,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,67
Adam Smith,0,Finance,United Kingdom,1,1723,1790,67,0,SS,Education,Philosopher,0,0,0,,0,0,0,0,0,0,40
Thomas Piketty,0,Finance,France,0,1971,2023,52,0,D,Education,Economist,0,0,0,,0,0,0,0,0,0,27
Nassim Nicholas Taleb,0,Finance,Lebanon,0,1960,2023,63,0,D,Financial Services,Author,0,0,0,,0,0,0,0,0,0,35
Robert Merton,0,Finance,United States,0,1944,2023,79,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,50
Myron Scholes,0,Finance,Canada,0,1941,2023,82,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,52
Lars Peter Hansen,0,Finance,United States,0,1952,2023,71,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,42
Angus Deaton,0,Finance,United Kingdom,0,1945,2023,78,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,48
Jean Tirole,0,Finance,France,0,1953,2023,70,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,39
Michael Spence,0,Finance,United States,0,1943,2023,80,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,51
Paul Romer,0,Finance,United States,0,1955,2023,68,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,37
Robert Solow,0,Finance,United States,0,1924,2023,99,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,71
Kenneth Arrow,0,Finance,United States,1,1921,2017,96,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,72
Gary Becker,0,Finance,United States,1,1930,2014,84,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,64
Amartya Sen,0,Finance,India,0,1933,2023,90,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,60
Vernon Smith,0,Finance,United States,0,1927,2023,96,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,65
Daniel Kahneman,0,Finance,Israel,0,1934,2023,89,1,D,Education,Psychologist,0,0,0,,0,0,0,0,0,0,53
Oliver Hart,0,Finance,United Kingdom,0,1948,2023,75,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,44
Bengt Holmström,0,Finance,Finland,0,1949,2023,74,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,42
Robert Barro,0,Finance,United States,0,1944,2023,79,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,52
Edward Prescott,0,Finance,United States,1,1940,2022,82,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,53
Robert Lucas Jr.,0,Finance,United States,1,1937,2023,86,1,D,Education,Economist,0,0,0,,0,0,0,0,0,0,54
Frida Kahlo,1,Art,Mexico,1,1907,1954,47,1,C,Activist Art,Painter,0,0,0,,0,0,0,0,0,0,29
Georgia O'Keeffe,1,Art,United States,1,1887,1986,99,1,G,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,68
Yayoi Kusama,1,Art,Japan,0,1929,2023,94,0,C,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,72
Marina Abramović,1,Art,Serbia,0,1946,2023,77,1,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,50
Cindy Sherman,1,Art,United States,0,1954,2023,69,1,G,Contemporary Art,Photographer,0,0,0,,0,0,0,0,0,0,45
Tracey Emin,1,Art,United Kingdom,0,1963,2023,60,0,G,Activist Art,Artist,0,0,0,,0,0,0,0,0,0,36
Kara Walker,1,Art,United States,0,1969,2023,54,1,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,28
Louise Bourgeois,1,Art,France,1,1911,2010,99,1,G,Activist Art,Sculptor,0,0,0,,0,0,0,0,0,0,78
Joan Mitchell,1,Art,United States,1,1925,1992,67,0,C,Abstract Art,Painter,0,0,0,,0,0,0,0,0,0,38
Agnes Martin,1,Art,Canada,1,1912,2004,92,0,G,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,60
Judy Chicago,1,Art,United States,0,1939,2023,84,1,G,Activist Art,Artist,0,0,0,,0,0,0,0,0,0,56
Barbara Kruger,1,Art,United States,0,1945,2023,78,0,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,44
Shirin Neshat,1,Art,Iran,0,1957,2023,66,1,G,Activist Art,Artist,0,0,0,,0,0,0,0,0,0,33
Yoko Ono,1,Art,Japan,0,1933,2023,90,1,C,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,60
Jenny Holzer,1,Art,United States,0,1950,2023,73,1,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,43
Bridget Riley,1,Art,United Kingdom,0,1931,2023,92,0,C,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,66
Pipilotti Rist,1,Art,Switzerland,0,1962,2023,61,0,C,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,34
Sophie Calle,1,Art,France,0,1953,2023,70,0,SS,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,42
Niki de Saint Phalle,1,Art,France,1,1930,2002,72,1,SS,Contemporary Art,Sculptor,0,0,0,,0,0,0,0,0,0,44
Kiki Smith,1,Art,United States,0,1954,2023,69,0,C,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,40
Louise Nevelson,1,Art,United States,1,1899,1988,89,1,C,Contemporary Art,Sculptor,0,0,0,,0,0,0,0,0,0,52
Marlene Dumas,1,Art,South Africa,0,1953,2023,70,0,G,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,43
Sarah Lucas,1,Art,United Kingdom,0,1962,2023,61,0,C,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,32
Cornelia Parker,1,Art,United Kingdom,0,1956,2023,67,1,G,Contemporary Art,Sculptor,0,0,0,,0,0,0,0,0,0,34
Faith Ringgold,1,Art,United States,0,1930,2023,93,1,G,Activist Art,Artist,0,0,0,,0,0,0,0,0,0,65
Mickalene Thomas,1,Art,United States,0,1971,2023,52,0,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,20
Lorna Simpson,1,Art,United States,0,1960,2023,63,1,G,Activist Art,Artist,0,0,0,,0,0,0,0,0,0,37
Lynda Benglis,1,Art,United States,0,1941,2023,82,0,G,Contemporary Art,Sculptor,0,0,0,,0,0,0,0,0,0,53
Jenny Saville,1,Art,United Kingdom,0,1970,2023,53,0,G,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,29
Wangechi Mutu,1,Art,Kenya,0,1972,2023,51,1,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,23
Zanele Muholi,1,Art,South Africa,0,1972,2023,51,0,G,Contemporary Art,Photographer,0,0,0,,0,0,0,0,0,0,20
Yinka Shonibare,1,Art,United Kingdom,0,1962,2023,61,0,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,30
Kehinde Wiley,1,Art,United States,0,1977,2023,46,0,G,Realism,Painter,0,0,0,,0,0,0,0,0,0,20
Amy Sherald,1,Art,United States,0,1973,2023,50,0,G,Realism,Painter,0,0,0,,0,0,0,0,0,0,16
Cecily Brown,1,Art,United Kingdom,0,1969,2023,54,0,G,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,27
Mariko Mori,1,Art,Japan,0,1967,2023,56,0,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,32
Yvonne Rainer,1,Art,United States,0,1934,2023,89,0,U,Contemporary Art,Choreographer,0,0,0,,0,0,0,0,0,0,57
Carolee Schneemann,1,Art,United States,1,1939,2019,80,1,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,59
Laurie Simmons,1,Art,United States,0,1949,2023,74,1,C,Contemporary Art,Photographer,0,0,0,,0,0,0,0,0,0,41
Mary Cassatt,1,Art,United States,1,1844,1926,82,0,SS,Traditional Art,Painter,0,0,0,,0,0,0,0,0,0,34
Rosa Bonheur,1,Art,France,1,1822,1899,77,0,H,Traditional Art,Painter,0,0,0,,0,0,0,0,0,0,57
Judith Leyster,1,Art,Netherlands,1,1609,1660,51,1,U,Traditional Art,Painter,0,0,0,,0,0,0,0,0,0,26
Angelica Kauffman,1,Art,Switzerland,1,1741,1807,66,1,SS,Traditional Art,Painter,0,0,0,,0,0,0,0,0,0,57
Elaine Sturtevant,1,Art,United States,1,1924,2014,89,0,C,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,47
Betye Saar,1,Art,United States,0,1926,2023,97,1,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,54
Leonardo da Vinci,0,Art,Italy,1,1452,1519,67,0,SS,Traditional Art,Painter,0,0,0,,0,0,0,0,0,0,47
Vincent van Gogh,0,Art,Netherlands,1,1853,1890,37,0,SS,Traditional Art,Painter,0,0,0,,0,0,0,0,0,0,10
Pablo Picasso,0,Art,Spain,1,1881,1973,92,1,C,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,78
Michelangelo Buonarroti,0,Art,Italy,1,1475,1564,89,0,SS,Traditional Art,Sculptor,0,0,0,,0,0,0,0,0,0,72
Salvador Dalí,0,Art,Spain,1,1904,1989,85,1,C,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,57
Andy Warhol,0,Art,United States,1,1928,1987,59,0,C,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,40
Claude Monet,0,Art,France,1,1840,1926,86,1,SS,Traditional Art,Painter,0,0,0,,0,0,0,0,0,0,73
Jackson Pollock,0,Art,United States,1,1912,1956,44,1,G,Abstract Art,Painter,0,0,0,,0,0,0,0,0,0,25
Henri Matisse,0,Art,France,1,1869,1954,85,1,C,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,58
Wassily Kandinsky,0,Art,Russia,1,1866,1944,78,1,G,Abstract Art,Painter,0,0,0,,0,0,0,0,0,0,41
Gustav Klimt,0,Art,Austria,1,1862,1918,56,0,C,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,35
Rembrandt van Rijn,0,Art,Netherlands,1,1606,1669,63,1,SS,Traditional Art,Painter,0,0,0,,0,0,0,0,0,0,45
Edgar Degas,0,Art,France,1,1834,1917,83,0,C,Traditional Art,Painter,0,0,0,,0,0,0,0,0,0,54
Paul Cézanne,0,Art,France,1,1839,1906,67,1,C,Traditional Art,Painter,0,0,0,,0,0,0,0,0,0,47
Edward Hopper,0,Art,United States,1,1882,1967,85,1,G,Realism,Painter,0,0,0,,0,0,0,0,0,0,54
Marc Chagall,0,Art,Belarus/France,1,1887,1985,98,1,C,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,78
Jean-Michel Basquiat,0,Art,United States,1,1960,1988,28,0,H,Michel Basquiat,Artist,0,0,0,,0,0,0,0,0,0,9
Roy Lichtenstein,0,Art,United States,1,1923,1997,74,1,G,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,50
René Magritte,0,Art,Belgium,1,1898,1967,69,1,C,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,48
Piet Mondrian,0,Art,Netherlands,1,1872,1944,72,0,C,Abstract Art,Painter,0,0,0,,0,0,0,0,0,0,46
Diego Rivera,0,Art,Mexico,1,1886,1957,71,1,G,Realism,Painter,0,0,0,,0,0,0,0,0,0,52
Keith Haring,0,Art,United States,1,1958,1990,32,0,C,Abstract Art,Artist,0,0,0,,0,0,0,0,0,0,9
David Hockney,0,Art,United Kingdom,0,1937,2023,86,0,G,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,63
Anish Kapoor,0,Art,India/United Kingdom,0,1954,2023,69,1,G,Abstract Art,Sculptor,0,0,0,,0,0,0,0,0,0,40
Damien Hirst,0,Art,United Kingdom,0,1965,2023,58,0,C,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,34
Jeff Koons,0,Art,United States,0,1955,2023,68,1,C,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,40
Ai Weiwei,0,Art,China,0,1957,2023,66,1,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,37
Richard Prince,0,Art,United Kingdom,0,1974,2023,49,1,C,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,42
Olafur Eliasson,0,Art,Denmark,0,1967,2023,56,1,C,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,29
Georg Baselitz,0,Art,Germany,0,1938,2023,85,1,G,Abstract Art,Painter,0,0,0,,0,0,0,0,0,0,58
Sigmar Polke,0,Art,Germany,1,1941,2010,69,1,C,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,53
Erwin Wurm,0,Art,Austria,0,1954,2023,69,1,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,35
Takashi Murakami,0,Art,Japan,0,1962,2023,61,0,G,Contemporary Art,Artist,0,0,0,,0,0,0,0,0,0,34
Qi Baishi,0,Art,China,1,1864,1957,93,1,SS,Traditional Art,Painter,0,0,0,,0,0,0,0,0,0,63
Wu Guanzhong,0,Art,China,1,1919,2010,91,1,G,Traditional Art,Painter,0,0,0,,0,0,0,0,0,0,60
Zeng Fanzhi,0,Art,China,0,1964,2023,59,1,G,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,32
Park Seo-bo,0,Art,South Korea,0,1931,2023,92,1,G,Contemporary Art,Painter,0,0,0,,0,0,0,0,0,0,65
Jane Austen,1,Literature,United Kingdom,1,1775,1817,42,0,SS,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,17
Gertrude Stein,1,Literature,United States,1,1874,1946,72,1,G,Classic and Realism,Playwright,0,0,0,,0,0,0,0,0,0,47
Mary Shelley,1,Literature,United Kingdom,1,1797,1851,54,1,SS,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,29
Virginia Woolf,1,Literature,United Kingdom,1,1882,1941,59,1,SS,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,26
Agatha Christie,1,Literature,United Kingdom,1,1890,1976,86,1,H,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,56
Harper Lee,1,Literature,United States,1,1926,2016,90,0,C,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,55
Toni Morrison,1,Literature,United States,1,1931,2019,88,1,D,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,46
Margaret Atwood,1,Literature,Canada,0,1939,2023,84,1,G,Fantasy and Fiction,Novelist,0,0,0,,0,0,0,0,0,0,62
Alice Walker,1,Literature,United States,0,1944,2023,79,1,G,Fantasy and Fiction,Novelist,0,0,0,,0,0,0,0,0,0,50
J. K. Rowling,1,Literature,United Kingdom,0,1965,2023,58,1,C,Fantasy and Fiction,Novelist,0,0,0,,0,0,0,0,0,0,26
Zadie Smith,1,Literature,United Kingdom,0,1975,2023,48,1,G,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,23
Alice Munro,1,Literature,Canada,0,1931,2023,92,1,C,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,60
Doris Lessing,1,Literature,United Kingdom,1,1919,2013,94,1,SS,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,63
Wisława Szymborska,1,Literature,Poland,1,1923,2012,89,0,U,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,56
Nadine Gordimer,1,Literature,South Africa,1,1923,2014,91,1,H,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,59
Nelly Sachs,1,Literature,Germany,1,1891,1970,79,0,H,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,30
Gabriela Mistral,1,Literature,Chile,1,1889,1957,68,0,SS,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,52
Pearl S. Buck,1,Literature,United States,1,1892,1973,81,1,M,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,40
Grazia Deledda,1,Literature,Italy,1,1871,1936,65,1,SS,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,43
Selma Lagerlöf,1,Literature,Sweden,1,1858,1940,82,0,C,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,44
Sigrid Undset,1,Literature,Norway,1,1882,1949,67,1,C,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,37
Herta Müller,1,Literature,Germany,0,1953,2023,70,1,U,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,36
Olga Tokarczuk,1,Literature,Poland,0,1962,2023,61,0,C,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,32
Louise Glück,1,Literature,United States,0,1943,2023,80,1,G,Fantasy and Fiction,Poet,0,0,0,,0,0,0,0,0,0,53
Bing Xin,1,Literature,China,1,1900,1999,99,1,G,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,50
Lin Huiyin,1,Literature,China,1,1904,1955,51,1,G,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,30
Li Qingzhao,1,Literature,China,1,1084,1155,71,1,U,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,35
Emily Dickinson,1,Literature,United States,1,1830,1886,56,0,C,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,40
Sylvia Plath,1,Literature,United States,1,1932,1963,31,1,G,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,9
Maya Angelou,1,Literature,United States,1,1928,2014,86,1,H,Fantasy and Fiction,Poet,0,0,0,,0,0,0,0,0,0,49
Jhumpa Lahiri,1,Literature,United States,0,1967,2023,56,1,D,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,22
Charlotte Brontë,1,Literature,United Kingdom,1,1816,1855,39,1,SS,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,7
Emily Brontë,1,Literature,United Kingdom,1,1818,1848,30,0,SS,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,2
George Eliot,1,Literature,United Kingdom,1,1819,1880,61,1,SS,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,23
Ayn Rand,1,Literature,United States,1,1905,1982,77,1,C,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,35
Isabel Allende,1,Literature,Chile,0,1942,2023,81,1,C,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,40
Zora Neale Hurston,1,Literature,United States,1,1891,1960,69,1,G,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,30
Audre Lorde,1,Literature,United States,1,1934,1992,58,1,G,Modern and Thrillers,Poet,0,0,0,,0,0,0,0,0,0,24
Hilary Mantel,1,Literature,United Kingdom,0,1952,2023,71,1,C,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,39
Jojo Moyes,1,Literature,United Kingdom,0,1969,2023,54,1,C,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,19
Gillian Flynn,1,Literature,United States,0,1971,2023,52,1,C,Fantasy and Fiction,Novelist,0,0,0,,0,0,0,0,0,0,18
William Shakespeare,0,Literature,United Kingdom,1,1564,1616,52,1,SS,Classic and Realism,Playwright,0,0,0,,0,0,0,0,0,0,24
Charles Dickens,0,Literature,United Kingdom,1,1812,1870,58,1,SS,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,34
Ernest Hemingway,0,Literature,United States,1,1899,1961,62,1,C,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,36
Mark Twain,0,Literature,United States,1,1835,1910,75,1,SS,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,50
Leo Tolstoy,0,Literature,Russia,1,1828,1910,82,1,SS,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,47
F. Scott Fitzgerald,0,Literature,United States,1,1896,1940,44,1,C,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,20
Gabriel García Márquez,0,Literature,Colombia,1,1927,2014,87,1,L,Modern and Thrillers,Novelist,0,0,0,,0,0,0,0,0,0,55
Langston Hughes,0,Literature,United States,1,1902,1967,65,0,C,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,50
Rabindranath Tagore,0,Literature,India,1,1861,1941,80,1,SS,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,63
John Steinbeck,0,Literature,United States,1,1902,1968,66,1,C,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,42
Geoffrey Chaucer,0,Literature,England,1,1343,1400,57,1,U,Classic and Realism,Poet,0,0,0,,0,0,0,0,0,0,30
James Joyce,0,Literature,Ireland,1,1882,1941,59,1,C,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,32
Oscar Wilde,0,Literature,Ireland,1,1854,1900,46,1,C,Classic and Realism,Playwright,0,0,0,,0,0,0,0,0,0,20
Haruki Murakami,0,Literature,Japan,0,1949,2023,74,1,C,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,42
Dante Alighieri,0,Literature,Italy,1,1265,1321,56,1,U,Fantasy and Fiction,Poet,0,0,0,,0,0,0,0,0,0,20
J.R.R. Tolkien,0,Literature,England,1,1892,1973,81,1,D,Classic and Realism,Novelist,0,0,0,,0,0,0,0,0,0,34
Franz Kafka,0,Literature,Germany,1,1883,1924,41,0,C,Fantasy and Fiction,Novelist,0,0,0,,0,0,0,0,0,0,10
Pablo Neruda,0,Literature,Chile,1,1904,1973,69,1,C,Fantasy and Fiction,Poet,0,0,0,,0,0,0,0,0,0,50
Khalil Gibran,0,Literature,Lebanon,1,1883,1931,48,0,SS,Poetry and Philosophical,Poet,0,0,0,,0,0,0,0,0,0,27
